ntacode,2010/1/1,2010/10/1,2010/11/1,2010/12/1,2010/2/1,2010/3/1,2010/4/1,2010/5/1,2010/6/1,2010/7/1,2010/8/1,2010/9/1,2011/1/1,2011/10/1,2011/11/1,2011/12/1,2011/2/1,2011/3/1,2011/4/1,2011/5/1,2011/6/1,2011/7/1,2011/8/1,2011/9/1,2012/1/1,2012/10/1,2012/11/1,2012/12/1,2012/2/1,2012/3/1,2012/4/1,2012/5/1,2012/6/1,2012/7/1,2012/8/1,2012/9/1,2013/1/1,2013/10/1,2013/11/1,2013/12/1,2013/2/1,2013/3/1,2013/4/1,2013/5/1,2013/6/1,2013/7/1,2013/8/1,2013/9/1,2014/1/1,2014/10/1,2014/11/1,2014/12/1,2014/2/1,2014/3/1,2014/4/1,2014/5/1,2014/6/1,2014/7/1,2014/8/1,2014/9/1,2015/1/1,2015/10/1,2015/11/1,2015/12/1,2015/2/1,2015/3/1,2015/4/1,2015/5/1,2015/6/1,2015/7/1,2015/8/1,2015/9/1,2016/1/1,2016/10/1,2016/11/1,2016/12/1,2016/2/1,2016/3/1,2016/4/1,2016/5/1,2016/6/1,2016/7/1,2016/8/1,2016/9/1,2017/1/1,2017/10/1,2017/11/1,2017/12/1,2017/2/1,2017/3/1,2017/4/1,2017/5/1,2017/6/1,2017/7/1,2017/8/1,2017/9/1,2018/1/1,2018/10/1,2018/11/1,2018/12/1,2018/2/1,2018/3/1,2018/4/1,2018/5/1,2018/6/1,2018/7/1,2018/8/1,2018/9/1,2019/1/1,2019/10/1,2019/11/1,2019/12/1,2019/2/1,2019/3/1,2019/4/1,2019/5/1,2019/6/1,2019/7/1,2019/8/1,2019/9/1,2020/1/1,2020/10/1,2020/11/1,2020/12/1,2020/2/1,2020/3/1,2020/4/1,2020/5/1,2020/6/1,2020/7/1,2020/8/1,2020/9/1,2021/1/1,2021/10/1,2021/11/1,2021/12/1,2021/2/1,2021/3/1,2021/4/1,2021/5/1,2021/6/1,2021/7/1,2021/8/1,2021/9/1,2022/1/1,2022/10/1,2022/11/1,2022/12/1,2022/2/1,2022/3/1,2022/4/1,2022/5/1,2022/6/1,2022/7/1,2022/8/1,2022/9/1,gentrification
QN44,339985.59469990374,348473.8716276679,313830.41154718865,301126.3323225005,310756.1338281998,287451.50307460903,305281.2439177983,316811.6469542494,353997.5755509787,343037.9964419507,326072.97830530157,332629.623375133,322699.9662478004,298983.4225518049,300501.133224973,295618.85993736476,312263.4675127643,342268.7995901654,334935.35868249426,294618.7853695544,313704.39056803484,303994.9198691641,407720.5053508668,348222.61705066933,311924.48846620665,396497.6085928775,424890.8734432556,298384.1040963714,311189.8826901797,318923.8398804648,323354.21041093755,338896.5457962676,339367.8695287676,339620.44817162416,325178.49168726034,333119.24369151634,274641.7008330611,296492.7586306368,314946.2290523101,357337.52427788253,305738.28063440416,318320.5631075444,322820.98555489583,364216.25403289805,316655.9187536901,294472.8877423178,321177.0917115023,318724.2203739882,315125.27923275455,348152.18574273813,347542.86725417734,306205.7605342947,320641.82406785723,319167.1785685538,320846.34769920516,337766.3544379233,336301.18410774675,338221.6494210748,337490.4134366911,321427.0067118788,338041.57548811263,357340.3139860089,347400.0819714685,340269.24047478905,388783.1379193738,345360.6026014092,401677.3708347358,393501.329316467,356763.7223064981,375383.6219061613,398215.0471400537,311155.64194698556,324943.36712834303,366312.6605952622,344581.4263849204,363974.6311011149,315885.37154763256,373192.8122872892,380529.30808600853,396328.260408888,419727.009538692,416691.25737245573,391561.25291198154,372416.5295516485,355065.4964688721,397500.0,455832.3006591287,445000.0000000001,348130.49163369264,377377.6380262889,382387.6320160385,389533.05038015544,410212.8962538167,390618.2692216167,450517.1518054784,466677.76159771095,342118.270525254,392165.6442277177,415383.3713496159,405494.50666485436,323238.4221283259,513539.50486664864,431500.0000000001,364399.25115732686,370342.3729156653,303528.00301134214,421939.07453473716,510955.59630414576,380864.75999476213,345300.5215169522,354143.5029986684,386502.66736031964,364751.30160541215,447748.1800637394,397150.28356379166,365277.64813973644,394171.81110000995,381934.14196191967,412832.4148002732,385892.89710669033,383142.84789518744,362713.50288690405,415362.5290638983,347595.69714681024,392239.62387338,273786.4682264748,350296.96304008964,374882.9358483807,379831.3048960331,414088.7220222865,460403.51197656535,471497.3813302303,296481.32240875764,407923.17781250505,411679.5665410513,389540.9663148328,334386.63779473276,344859.4847442204,409558.4758183348,441573.0259339139,427726.0791055814,410369.0343747328,342697.5080387731,399714.2790040582,355456.4810255186,438494.41732830857,390071.7095622781,395801.4778949228,384274.1232891964,373945.29030716146,365840.7404285886,398495.0411631714,432139.43817882775,453078.79400807933,393185.9113075339,388408.41066478216,1
QN46,477841.51900694787,510261.6852401551,538126.2413744654,524318.574152711,547622.1162907153,457069.81802647404,526665.4490003376,468819.21208513004,511214.0669160152,505052.78086584236,523817.35361574974,548022.4099755064,517596.9386920532,512227.40297062683,433543.9000941783,497778.19050781225,533055.4722219197,536143.2359385921,517690.98163134384,518011.77685990476,447793.6764980797,475509.80856214574,582589.2819766159,518062.62771258823,469236.5717671859,511823.7160192417,527072.949408429,526395.4060240769,478842.3080004227,478543.37454389135,473430.84248889587,485710.8489265711,480334.50016953115,474683.64417119883,518199.93735843746,537962.0895290712,471019.35332148423,483487.0794631711,506409.81753999833,506892.91089006525,498088.9747763084,478791.95866920747,506391.50051759055,501357.90237090195,535687.2020079654,508405.1823624414,505112.8068243121,502176.8031380451,477050.75191962067,525595.1507799118,603656.0741967503,544983.5601335687,537193.157994622,528113.0454849657,550301.7149530452,527543.5550015995,589955.7705708212,613256.718508719,573496.6085708532,529776.5944024788,513638.8245169023,572287.5542096922,566302.7071668422,555859.4613817092,562142.5874779654,579639.2657645863,575904.2022385879,558306.0743852364,563335.6234143612,623995.9780667381,567721.3650375692,568498.7478311571,595442.6129085248,576694.3262534495,585345.3200908834,637858.1853232261,575444.3432595917,528179.5320624942,587734.2936028356,581801.7216491157,561432.9776151414,628712.3101002229,661805.7084434524,668140.7355654405,656388.0629877984,677149.7798318461,615209.829150155,641441.7485621346,565480.6821319332,626411.6917492922,636663.4564873786,626925.4186909433,631722.1413180458,670955.5659310285,611596.9098875673,650204.5783891,592477.4041018151,491790.1708498459,641938.4118173725,694379.8580622075,645838.742699723,549218.1248797621,657500.0000000028,627695.7679133529,557500.0000000005,658289.7333471974,699606.3294421019,603814.7540693406,621904.8687128773,708832.5487162042,673448.7066812303,719170.3854414161,601101.2624599839,607494.5070554035,653781.7352397102,642821.3053985542,661536.2820093726,651838.4374249704,672041.6360878003,672614.662250788,650257.8544689853,664491.1596679912,628758.5440532767,645278.0255153959,644452.4809890237,682345.3909160218,664753.9415884115,686667.2407289372,678014.6253256276,754787.3777493427,786378.203590815,655121.1733448524,662311.3448456121,830052.69774095,822711.2307019648,734123.671315263,619122.5863605585,684409.1756952961,724274.5666601325,682678.236358304,713390.5089322571,750891.6498004557,749637.7917361425,813344.0299262343,710573.0856687569,820251.9499317054,781666.3660896119,825457.9831329021,724159.9128070219,763907.5157791432,782130.4788831272,746075.7232791784,829861.8133291679,840926.4949639535,786073.4677835293,798055.8391747717,1
QN47,163126.44615603168,168509.67747872882,140811.18639675353,201873.01310902435,193640.3967889647,147629.27672903135,137725.62261533603,58920.512559822935,148228.5354475935,172933.61496730166,167930.79754337884,60290.99139174522,216695.51567556444,175707.1950996814,97816.99486491564,194094.59723286302,161662.20420115354,105697.18888927251,156240.37044082535,182459.46511684958,100837.09307296974,172190.14259975025,121713.46399588,140337.5140714338,212639.46182362735,110772.80355979664,130760.36153059847,169155.8934691174,172911.69756727494,192671.73298438513,212311.0720005036,132963.52518628258,148930.88754781242,110476.89840218618,135592.49079426576,74510.45275173069,167365.80563828046,158040.11819441832,157600.4643177981,204267.47475996971,145723.02062228372,137186.0964711005,201913.07626027396,141223.4061812918,99700.08800401013,193872.20712798362,174123.1031863912,158764.11684813665,150949.52420120177,167734.6823197916,173166.19513198923,191551.04761516835,164111.39308262695,47983.70367319093,175805.59467226345,173486.53058357307,199190.3963383839,177312.56697963254,132321.1846197171,146496.63190234717,248787.59753098007,32884.08829616531,161215.90343292413,147605.2560302405,183969.8913915531,179458.82189417214,97982.07040277107,173898.06217442852,155475.5915627122,181473.6932336426,201285.4603501092,189865.126294196,219602.50196762985,119175.5557731131,245451.22244343674,171630.34322998917,174406.49689898078,163480.68140307255,188027.33591056592,160723.8444740904,165537.59604607543,122926.84155998766,281445.0664585322,305772.3674182888,150512.05630372488,233119.86742280185,251620.3670566249,304999.9999999999,170255.89083270158,226352.41790478508,150047.4314612072,215094.83730992133,299857.2275334402,235306.349752808,263609.01164215925,219000.48304092675,307399.99999999965,235405.96378165676,372484.38455658534,370609.19422484236,193406.90312634502,338883.74129377113,206314.9504718989,253825.9567574861,528999.9999999999,239786.47843035415,138321.87001187308,195706.93120762543,328930.7843741952,250350.81911766747,211499.95791551232,253070.8973765255,287259.83170709596,362847.9443694762,296397.27772455686,244651.75685387285,246208.87023760463,284574.1115745713,185991.78037867462,205169.93809745414,255694.44253642467,254521.46389573405,209578.9029777026,249395.92919870227,304895.0526640263,145371.69695872767,139306.27673531085,236178.80298088776,172942.75382966019,116252.63139615442,80561.36028065844,232963.0561219405,263233.8460505671,307934.4522053395,228302.56795806577,215956.30319073895,240986.80317695515,220401.14095687075,244499.75731886528,219205.289325513,286971.5880693096,237518.19171914159,267877.66801881883,245001.58098161776,287346.0931076234,181382.6213668835,200635.16089806947,195731.60253675174,83844.03002431028,205795.91570975544,219581.2945556326,252008.50051253347,213849.41680191158,169945.72750068054,143613.27119013516,179010.58442529978,0
QN48,606973.2083731842,478616.18684033235,573969.18241826,561995.1414634661,618908.4403456684,585534.6479448966,586951.8432832517,575586.8305371748,532323.8343454321,673576.6675500836,585180.8526865637,424093.13090272644,581045.0788477955,589346.6642761799,514938.2379551183,569794.7672251149,603866.0921761337,522328.116653315,505613.8304851083,446991.597688628,401594.6290101402,565168.2152783674,587389.9995220203,487072.45477692096,569340.6114199226,562507.6740217307,440227.1462048611,616000.1307890398,582677.1440599276,537934.8596333844,650230.9756835501,568915.8347455659,569926.3878670057,602321.9891714328,634101.0851388032,585538.3076677469,606563.9409345128,574388.2914042618,579402.0859052172,612920.5752380781,591298.0151235852,632295.6223620564,569599.6673665263,625669.5343496418,574990.320477632,583005.7327328303,557012.3838780901,604752.4184633014,630655.9141470096,623031.303940068,639902.3249271392,592935.3264525519,634124.9541173193,543395.3070194892,630764.8808937374,600919.9156887599,657739.275934656,693898.9624988616,633730.6835608805,633414.1379264372,593741.1470515118,672305.5718087596,597544.2279639898,590738.6487936135,660044.1537691752,667746.1098007392,571032.7087744538,632476.4634030772,582385.7828583911,662631.1892597075,576543.6031291682,682601.080654535,641522.7106941215,640234.8302894795,644293.5764357006,617815.2561676968,576206.8813468711,602056.6942834913,686281.4465747222,695922.0356496985,813321.7721993141,668318.8114239004,781005.2213028967,737300.0882654672,617590.7649110623,705740.5726792323,836793.6765140024,783172.1048658355,696072.8186371919,686405.8516119816,634987.828251753,762721.8237444382,771272.2144601697,676069.5945775418,780322.4077446103,887323.465440374,841425.3600079927,815438.1412266212,800252.515547808,771663.6811552808,751758.0016676825,850845.6895142302,859549.4887657048,770777.0608062232,839500.0000000012,919963.7516235928,825281.0957296785,904436.4120638906,830243.7238663848,770254.4098293772,635542.887518507,780908.3934169254,718824.8744603586,830389.4105308054,821450.8603124878,865455.0520206144,774746.3121400927,832166.8494247458,672007.1697995255,774873.9711646059,854906.1097371478,430826.31874856283,608307.9032580111,563961.2562067767,783662.1387924913,521329.48011691513,635150.8937049458,828076.7761892378,842885.5541451756,387502.62507040706,443414.99668213114,710557.5685135283,669876.6955232974,980603.3393074113,864890.8767166424,937271.6845416729,589705.5869866934,847848.2788968368,663250.9576016731,821137.7171366983,885108.206827962,782058.8624061975,772431.6130635866,965462.443247246,814398.5889822979,862173.4303542809,780908.1662272254,958124.0752799755,766214.5269831886,751095.5053398602,797416.7085289129,885722.6111840674,785699.2454294632,971878.6521927459,1274899.77469584,743910.2111175775,1
QN49,640150.3678232088,617542.3697433094,623346.2272661704,537691.5531768429,640122.8429290166,621653.1098724629,572893.4552789415,653999.6788914199,633495.6856746827,565130.1130600334,621364.760742052,632100.9036716579,577605.7541027681,537351.9838847263,559740.764230889,611428.9414523857,712834.4941040722,566940.6866513942,609818.8406419476,521010.205953867,629038.3088773899,433716.69707500935,577635.1107384729,491244.7547730901,548907.5088227352,610824.2554516476,347403.9635380898,523181.5055215661,611278.706252807,558786.4666863234,595378.8822437836,581405.176361562,578492.9535167785,604229.4170575186,605879.0041011312,615753.2472642467,620320.5858638703,609102.9048264206,661404.352624296,597071.2268682609,638602.3831977916,556964.4141985567,611389.4060418026,658458.3441572301,697623.8601438184,676685.0531695271,673103.2824210546,655182.8424338298,583619.7258221975,581420.2384125581,570490.4743843931,656859.4111642855,688515.9387130908,620632.6168813743,619532.5533685512,659619.9748561681,624228.2401621825,605629.322504899,624175.4337611591,671215.0494591561,630935.2881928587,595041.5116195731,630308.3887019401,642623.3675165359,631245.3759999698,662433.0413983949,586164.4352819971,577916.8457861834,622530.2046142296,663261.7212658627,693971.4375786197,649683.0123778261,723356.4638385924,666010.6342627897,708464.4307211922,710161.4219951803,614749.8319130876,689110.6355644572,661551.2910055282,730918.6222014386,784089.6846118069,759999.9999999997,663484.3743904165,701359.3418695256,683238.3899169511,752530.2275024814,684490.2050652426,676648.9214947345,770915.9201303262,751749.3284534866,696009.7089168694,704651.1442529056,778250.6715465134,672105.2003340798,712001.0523963497,680989.6916617148,675046.3563971003,805745.0810243366,781305.2295612956,785797.2161023271,623221.0098623541,786428.8760769366,764999.9999999994,899499.9999999998,911867.5237648238,889081.1985021932,845702.6980607641,875509.1070308866,887220.552387838,890037.4983916129,897978.0619748647,805509.8903290625,805466.6347860268,855914.3873904033,746403.3420404833,928080.4147105352,783344.222160429,800633.7448826861,819547.6066730109,843251.0450658018,862426.8722544269,873287.7378997807,836862.5440808178,839735.2626516097,825587.2798481927,749523.0246946453,702794.5768138078,854580.0984346145,1037451.1345994871,956634.9533557725,839863.6818933507,923491.3224866373,828310.7955689806,959917.6874438372,853212.472876478,881727.6392277407,830564.1717967035,819007.3030991728,854228.3462216109,1009571.4431267523,902570.3485112238,923925.7576172743,916273.0567176713,1008977.7301330627,804536.5681015368,960985.2241027213,874797.5503844982,859235.0682257467,842009.5855686523,992603.656968761,852044.8280426532,951528.6646408879,883576.9363515566,886579.5976198023,956927.0843015284,1052522.1399120977,0
QN50,430809.34902787197,331331.35522930085,281313.3936119928,223166.10360633853,289609.0162984682,399651.8393616321,333826.37591443874,384538.7903264344,300114.51672044856,316757.20301336236,252865.5507626814,297802.3515679885,366779.4892127736,371301.41040407907,394907.2193716039,343313.83204642043,344268.10324718186,373599.7228851882,337830.836504371,340607.62492150074,295529.7985191551,377978.1982754413,302377.230201873,350893.3017101835,438459.57582871476,479072.18914079096,397145.58233297744,331813.8849338731,247979.89620928708,257819.99203292336,327625.63472405984,308792.9385237841,323246.54812422884,312644.81396018085,388228.11504931573,369523.7915206532,414541.0163502395,219428.48605143814,306415.5762090012,286436.28292340075,332159.5854930193,306062.69156998646,363884.5248263221,285713.7496340315,325700.97983633506,363620.641092776,358272.29042485857,249427.8434969596,364857.103329808,344605.4949485542,321105.4507723291,448694.00014478364,387305.06866695534,363726.9439452882,321875.44605269603,354469.82565640315,269596.3016360352,403773.7609099508,373360.48647274973,378830.11535007437,452155.2495681797,483516.0341922253,343589.1377151899,368992.36929257936,449752.19204908394,456575.2165840359,293992.9209078871,366349.43844461755,361717.5970798092,460888.4950750938,388211.23652427405,360995.77115331043,568022.7638992505,438976.1765864225,409960.7889831038,489158.39113789564,430112.90674558375,339508.49617395224,416225.78308058716,340729.11956074386,430186.2213701545,393338.4285712393,396664.1065378444,475364.04494455014,448175.03167615784,418659.1334066276,426874.32012179046,510800.0000000007,442515.27252185356,364365.17277524516,385852.4101904491,374243.46787042264,431310.5270713797,607553.4252515784,557197.8831821394,477719.86498262954,399174.60419557546,523197.73852888227,531624.3660057854,600809.2202566832,454973.00016830815,481307.34886650345,513986.11646547925,404273.4572137794,499443.1143405769,741977.3917079784,489493.82207923767,498485.7801613137,657889.5423187404,478770.8537315727,608899.7604697467,673964.8608310921,470398.05850617005,538208.8864252429,562081.9103930935,509339.52119733323,529567.5292798964,508305.56423222634,509438.0921131633,498519.60500077414,639364.624630893,531767.9857324335,410356.54912604834,590262.8347815623,437212.8849914158,263680.1305319359,197856.36705068883,359706.74980959075,533927.5041158478,572471.5494393426,459568.0389514591,461520.8499897575,625154.7788917851,575661.38202305,489269.1305273075,557429.8884855234,560166.7830356838,743406.5044942801,443872.40210278204,527497.8823675329,449002.56343381386,639504.8741006126,576431.0733432795,647221.2144243182,649642.2746926859,551697.3532430264,605388.2112728006,607173.6784829242,530105.9077147583,447545.52809883107,466332.05432984553,521448.248746836,508432.907398612,493501.1278103299,454982.5591567831,519565.8220390674,1
QN51,489947.9141621844,471739.84310583025,450150.3932257016,473156.372375165,448362.1700427739,494160.73825371405,460834.9010922825,434961.7018509024,412121.09050746466,413504.00876293366,406510.81963830895,430288.3422402842,459312.69453285885,456022.6548633473,358482.54734543967,427183.56784064684,426880.5266044203,433834.62317925267,404950.5959163587,406598.84380860254,406217.03623410896,369182.2933504202,408979.462263342,371896.7687463058,487859.0688816005,431623.790728697,490429.2850562908,499516.6759173318,395744.3770802001,384903.5713626166,407779.0134731445,387183.09244398633,328292.19923811714,404203.757257076,326087.78358561546,402318.21322757786,490140.8779272495,467611.6548969414,487718.2277491895,460243.73392236885,437995.564439464,441120.2132063374,408515.56054429867,417792.8485172909,432429.37945575564,467047.9261528324,421340.3676864731,427357.25358226686,510259.31197345257,463606.63928691286,501891.4866482695,534803.861401923,498650.3650163209,446672.5431767625,457575.4703938851,435478.35288160807,494557.11162489466,463915.38676539506,451164.9964260794,468723.08538419724,491646.3843172096,535761.049002026,558827.1116502336,582691.2638606792,485937.1320299058,520890.6588454632,483340.02234520606,476216.3427954792,526098.8162040592,532713.7056569676,542937.648679019,481505.34834785806,625941.1603071054,592084.0949808606,683689.6675939115,611235.5990186259,585114.0760652132,589605.6406787196,551038.8817831301,566856.3335772611,601427.3672162268,541839.5855764686,581021.6776316699,547161.2553067112,518144.75641174964,649842.0100894053,691548.3844407557,714896.3269349642,581413.0630104602,574476.8440114261,605293.572714583,566139.2347400758,661213.2487101177,579622.360391851,573812.2864350181,724703.1458872848,701313.7264108884,699130.9093615483,613499.5989595558,672595.049207395,602332.6402854621,749999.9999999998,664999.9999999992,727348.8934979739,820000.0000000002,645614.2740118452,670951.2930208303,585905.0348195117,600883.8760200832,680856.1236142211,689218.7337485832,705946.5423868338,578481.2104082324,607241.2177505537,666599.4029838718,664594.0159338095,600279.893414382,595541.5694220001,549468.5239350828,578839.393166909,596864.5105858732,734603.950864106,725298.1214286024,715447.6619826115,606431.7328164179,573167.4115893191,598551.311782131,642520.1125923636,745890.852013212,697003.3858541868,629316.7178626233,641305.0332286509,665876.0576171614,842684.5381637639,703687.0059688624,660123.4883294004,623798.5838057364,641946.6630260161,634487.9825792838,715648.3548831057,644287.7856840295,652777.8719250655,602957.6795902103,712499.6246949503,731081.5553075015,744503.5076909874,762065.0925009851,715048.1942647321,685086.8978778908,683316.5300967856,613365.1144735538,741824.853023001,685955.2932835575,755605.8915090305,730489.757225466,671904.9370164706,1
QN52,355094.73146401986,450742.76032401645,421653.3003162721,416297.7933524741,446850.97335780534,472181.01774530974,440389.96432261413,454097.1940853372,445233.115528347,456809.10431586875,428413.8489206339,380196.0779656344,368662.8819515223,424841.6673427299,494714.4000175806,488789.6207526117,418375.74066534895,500169.9640251233,489556.19947398786,338251.13122426806,435421.9821661157,381511.8520662863,392061.7996062482,354377.3190886302,487574.0261676183,446057.77661692415,471862.19634211157,458744.94994487124,435947.68230724643,377434.72060896864,382398.4956604052,340296.20901671017,396891.24623089476,423796.6652364071,364676.68700345274,483364.78613401507,490982.5779838172,409979.1886880128,428937.6394253438,502905.2069817798,438746.5555886946,475126.14371921076,443495.2133165213,437391.7731006893,463255.4481881142,479694.202123604,475541.8819223421,439003.3220207406,475200.6031969261,518541.43198309425,531391.83874028,532779.9554165849,488874.5563531902,491959.7522752873,427057.6307814919,426440.2501689058,500944.7410457621,449850.9906540725,496747.91351826733,469586.21405638184,513552.2922408645,641052.6183616563,580999.9999999998,489403.2785734427,531381.902902021,542978.8318792061,517051.5412619827,580407.4179934599,542775.8909524521,533106.6349278034,557694.9953344477,570040.8338232685,569769.0283382868,602495.1119628628,585929.7121509375,554212.4410704668,578868.9916620668,544128.0616132738,497444.89781248564,515939.3760564765,616479.7818107577,608998.5818632671,604884.4881602989,642456.8486306472,616561.0227761535,570859.4188590565,644330.5985878083,646220.9139881767,568339.1182753331,583138.3493926141,565711.747596529,558513.3390391389,578353.4243778662,647416.345696793,642766.4593629893,618872.5805561463,642763.5598250416,714362.6495855043,681271.8115235412,558274.3579407092,575990.0500961884,742616.3789924586,715222.0237616862,731154.6037229021,801064.3886979602,664460.4060610516,602555.4068417696,685032.0526890483,621487.6932816372,647601.9391150483,661542.493947726,664384.0103074189,384665.60717105574,553668.6919206874,537337.9235492658,633017.0618672692,756824.8833804682,686017.2002609312,679249.5268297957,698264.0202291575,706882.0959560404,716626.8332821204,736557.7903224314,656485.1816407975,598242.2769598315,568706.5418790962,507184.09381293884,655197.5823915317,681362.0113872633,682043.8546481542,663581.7016028664,681576.1745009059,646156.2672582414,824678.3172598041,725971.9842288964,689981.0111620349,534132.4024371429,612641.5258555613,587659.9746055778,673613.4405449003,698134.0776120815,651509.3889916184,603951.7163597251,817711.33523432,666774.6314562516,757039.2997743362,872016.216919127,760472.5689385209,619789.274193288,628930.1054560936,600844.2764701081,663569.624618409,644366.4087298026,700610.0502177859,672637.3823278307,755807.0488776863,0
QN53,310066.18036732473,381756.94530137687,296733.12196226954,392727.0297340774,378397.13552229124,330658.6408656424,285180.1330006282,341190.12508188083,347713.58466802724,352757.89586080937,345629.2205491216,321788.5900280448,430996.9662114369,403588.79591036215,388668.1972940992,401146.22383512015,458237.4894834757,367155.16525086435,390081.14008674433,327488.89089320274,306944.4250720349,276926.3358807453,336208.0571280485,392750.2139811244,369891.660660067,349451.36227513425,384162.5940862708,420838.018817375,311598.7381058817,397899.42964197934,374072.11452683853,344629.6108174658,360425.06795808213,342718.90648755414,309030.2893073104,367527.57408413815,399074.63848867244,399736.985558939,391938.44947135693,432079.00134383084,386420.71210691665,386546.71067157394,378610.7732295405,382424.3183365914,358049.07527348027,348258.5037277936,433214.4118503678,441947.99560162827,481611.14575912256,420170.54945697496,408484.2858553708,433941.4206180521,455733.1128201517,375685.5483821925,404065.55853776855,445350.3874340293,448973.15278856736,389611.68589153886,444583.9847609871,449894.1873691154,438109.8070913097,429266.1783482508,482827.5686893778,426750.4281592181,494031.43072411936,453599.7324138158,437846.4395654847,432610.45131771994,443157.9351570452,442150.26759887947,477064.06997165835,413535.20177927834,474999.99999999977,559872.8798062989,451914.21254480025,471385.5615564462,429659.9245165455,423668.9469934644,440878.5436522347,456964.362158511,474789.36756589456,470191.2385639887,484053.91820716613,482429.7454108944,461702.22878835,545904.1624745039,643222.4577191977,562434.3742641119,482340.18071995024,505184.44146223296,537595.2367448965,505675.63151084376,587819.7923255021,584164.5091878764,529648.1161395151,507310.4297808518,588681.7823661796,620224.9568025195,586356.2355611391,560334.0777605992,531200.813809643,590610.0480812867,570758.5675236105,640389.9519187142,675887.4659418324,576332.7597911105,578818.8115765736,636445.7224473923,566744.5720288723,660094.5251192811,542849.499278242,580106.7195700853,499147.24444198207,697924.514699732,579781.147687603,625000.0000000009,634741.8251325635,636273.3629206261,643607.4460299698,613299.8747872906,607335.2705415952,678698.2054632575,700852.6518086221,649852.67748673,558862.7920117965,563638.0922545562,580857.5405298735,717172.0427888292,653980.4456597895,609400.7666998652,524284.7588574164,723946.4215028438,619034.5820746124,731702.1480166714,743319.1262986184,663862.7723078909,593372.8885788277,609964.5628042055,665227.2832401006,734123.6301465185,748039.346163758,724796.1454281687,734636.6020707594,729953.2235625619,626589.7085980388,708809.0940588573,826678.0789295719,766433.6827035777,610754.9031385018,587228.9870195386,668811.0518323206,699695.9974782619,644425.7910574065,680186.4916047603,599936.0135978115,616943.0594249889,1
QN55,369641.8510897531,335157.58560528216,404649.3370463776,357446.07967034983,388960.3713917413,380322.5793123613,380333.1798802142,346472.37955918047,294917.80006068543,401451.89749403513,338634.22620659607,330163.64228470135,402318.9186432442,366370.5549103816,368134.2965295195,363960.98167127586,410232.4658649229,385597.02983616415,392872.8214688867,367129.9038135876,352880.63197236357,212504.48836200917,243824.7883066183,194014.13377503253,380676.3382857265,346683.8701428357,344954.5308084859,396118.7963082183,353544.194382313,353236.8648497735,345231.8778586516,192827.92691881765,263228.5111797396,264035.8228335228,328025.2144033723,363053.7359186756,400724.52900498424,384960.9760817472,391167.5645544515,409539.75492515333,401108.722550759,404059.92817929655,365727.86234338256,371236.90748506546,378870.4868164684,363227.28567531833,374864.17214801756,348545.29553977365,405560.0063873235,401445.6281899646,414920.3338982085,417022.3189152006,427115.1853134894,401200.1568187002,352386.0708648029,392026.46867629234,392368.1156896349,401911.6650336379,422914.0024180525,416876.1107558595,398269.17393238266,423393.31593603076,428533.954187228,435494.14807154867,393328.09043613373,400879.7616879751,385215.91390404396,404028.95048946334,385335.30121688196,415606.0758501383,425298.8834984329,436178.41700991866,469620.3769825747,449240.79517098586,453162.0187915894,487184.9833786699,427775.91869028634,418910.9810594996,411938.4422487649,420481.2261665062,454549.1346823574,408510.47218525194,455908.7249318216,436046.64061903907,430096.19681409723,530848.9534369627,547609.409634898,535281.8543469158,361775.1804910601,389530.395232512,460048.43208466924,420851.67303277133,468000.0000000005,527915.7098815994,523554.38876955805,580651.1378379583,445701.6221824424,610029.9085371868,473564.32428054966,536880.3144289365,519867.65115827427,461799.18283064454,489999.89136867493,560000.0000000002,585898.7896215986,534531.0433563236,508042.8632725058,587113.2656837853,559975.5139363953,506067.74236223905,579056.587270062,547244.1077360145,521666.86667943315,489235.8900457955,580921.0030182248,547953.6251030003,564301.5180686533,541282.3170113383,539780.0711374145,554877.1462233339,536442.1719707184,570196.9966751621,514466.3709314003,458630.681469974,496940.8408152205,414897.8933816597,449905.0005583977,570522.909587348,597079.2633466052,480970.8470684618,469208.8148140846,662055.5970923709,475730.52549676615,626161.0943941853,636434.6075007729,578622.5254247519,508262.8511604216,574801.7270679153,609491.2991612216,636842.4322896485,759188.62506911,794169.9277620421,655009.4834896916,653246.7751229812,590483.5090936674,693049.2243853128,585088.3796230697,636989.668142563,550227.8624163067,613451.7831684882,609443.687412463,648186.2250269495,728517.1168875084,708045.2639310095,709783.4822245358,647801.0811228615,1
